L.glottocode,name,dataset,dialect,Consonant,Vowel,Group
cupe1243,Cupeño,ph,Cupeno - ~N/A~,27,11,27011
esto1258,Estonian,uz,Estonian - Standard Estonian (Central Estonia),45,9,45009
pero1241,Pero,gm,Pero - ~N/A~,18,10,18010
ngaw1240,Ngawun,er,Wunumara - ~N/A~,19,3,19003
sele1250,Selepet,upsid,SELEPET - ~N/A~,15,6,15006
huam1247,Huambisa,saphon,Huambisa - ~N/A~,15,8,15008
cent1990,Nancowry,ra,Nicobarese - ~N/A~,16,19,16019
koyr1242,Koyraboro Senni,upsid,SONGHAI - ~N/A~,15,9,15009
mart1255,Martuthunira,er,Martuthunira - ~N/A~,20,6,20006
even1260,Even,upsid,EVEN - ~N/A~,17,10,17010
awng1244,Awngi,spa,Awiya - ~N/A~,28,7,28007
biri1256,Biri,er,Garingbal - ~N/A~,15,3,15003
ewon1239,Ewondo,upsid,EWONDO - ~N/A~,26,8,26008
qaua1234,Gelao,upsid,GELAO - ~N/A~,31,12,31012
nyis1236,Nyishi,spa,Dafla - ~N/A~,16,9,16009
manc1252,Manchu,upsid,MANCHU - ~N/A~,18,7,18007
saba1265,Sa'ban,spa,Sa'ban - ~N/A~,38,8,38008
nyun1247,Nyungar,er,Yuwat - ~N/A~,17,5,17005
mand1436,Mandinka,ph,Mandingo - ~N/A~,19,10,19010
ndut1239,Ndut,upsid,NDUT - ~N/A~,27,7,27007
tigr1270,Tigré,upsid,TIGRE - ~N/A~,26,7,26007
viet1252,Vietnamese,uz,Vietnamese - Hanoi Vietnamese,21,16,21016
luxe1241,Luxemburgeois,ea,Luxembourgish - ~N/A~,26,22,26022
ntch1242,Ncàm,gm,N'cam - ~N/A~,21,19,21019
iton1250,Itonama,spa,Itonama - ~N/A~,19,6,19006
hind1269,Hindi,ea,Hindi - ~N/A~,34,21,34021
guah1255,Guahibo,saphon,Guahibo - ~N/A~,17,18,17018
sumi1235,Sema,ra,Sema - ~N/A~,35,11,35011
anuf1239,Anufo,gm,anufɔ - ~N/A~,45,12,45012
warr1258,Warrwa,er,Warrwa - ~N/A~,17,3,17003
kota1263,Kota,ra,Kota - ~N/A~,26,15,26015
bona1250,Bao'an,ea,Baoan - Baoan (Ñantoq),25,11,25011
nyis1236,Nyishi,upsid,DAFLA - ~N/A~,15,9,15009
susu1250,Susu,aa,Soso - ~N/A~,21,14,21014
nige1257,Nigerian Pidgin,ph,Nigerian Pidgin - ~N/A~,23,7,23007
saba1265,Sa'ban,upsid,SA'BAN - ~N/A~,19,7,19007
egaa1242,Ega,ph,Ega - Gniguedougou & Gnama,27,9,27009
bord1248,Kuna,upsid,CUNA - ~N/A~,16,5,16005
seco1241,Secoya,ph,Secoya - ~N/A~,12,6,12006
kuku1273,Kuku-Yalanji,er,Gugu Wakura - ~N/A~,13,3,13003
huaa1248,=|Hoan,gm,!Xóõ - ~N/A~,130,28,130028
qawa1238,Qawasqar,saphon,Kawesqar - Kawesqar,18,6,18006
iged1239,Igede,aa,Igede - ~N/A~,24,10,24010
suku1261,Sukuma,gm,Sukuma - ~N/A~,38,14,38014
gara1269,Garrwa,upsid,GARAWA - ~N/A~,19,3,19003
east2379,Arrernte (Mparntwe),er,Eastern Arrernte - ~N/A~,40,4,40004
qawa1238,Qawasqar,upsid,QAWASQAR - ~N/A~,16,3,16003
west2369,Persian,spa,Persian - ~N/A~,24,6,24006
yukp1241,Yukpa,saphon,Yukpa - Macoíta,15,6,15006
tere1279,Terêna,saphon,Terêna - ~N/A~,13,10,13010
ingu1240,Ingush,ph,Ingush - ~N/A~,35,13,35013
naka1260,Nakkara,er,Nakara - ~N/A~,20,5,20005
kwak1269,Kwakw'ala,spa,Kwakiutl - ~N/A~,46,9,46009
maca1259,Macaguán,saphon,Macaguán - ~N/A~,16,6,16006
kuku1273,Kuku-Yalanji,er,Wagaman - ~N/A~,13,3,13003
amel1241,Amele,upsid,AMELE - ~N/A~,15,5,15005
enap1235,Panare,upsid,PANARE - ~N/A~,12,13,12013
legb1242,Leggbó,gm,Leggbo - ~N/A~,38,12,38012
ajab1235,Ajagbe,aa,Adja - Adja (Togo),23,14,23014
loma1260,Loma,aa,Lɔgɔmagooi - ~N/A~,28,14,28014
cent2050,Kanuri,upsid,KANURI - ~N/A~,23,6,23006
buru1296,Burushaski,ea,Burushaski - Burushaski (Nagar),38,21,38021
warr1255,Warrgamay,er,Warrgamay - ~N/A~,13,6,13006
mori1278,Mauritian Creole,gm,Mauritian Creole - Ordinary',21,9,21009
mose1249,Mosetén,saphon,Mosetén de Santa Ana - Mosetén de Santa Ana,23,18,23018
ceba1235,Senadi,gm,Senoufo-Cebaara - Tangari,22,13,22013
taus1251,Tausug,ea,Tausug - Tausug (Jolo),20,3,20003
ward1246,Wardaman,er,Wardaman - ~N/A~,17,5,17005
igna1246,Ignaciano,upsid,MOXO - ~N/A~,21,4,21004
ngaw1240,Ngawun,er,Mayi-Thakurti - ~N/A~,19,3,19003
dyaa1242,Djabugay,er,Djabugay - ~N/A~,13,6,13006
ngar1284,Ungarinjin,er,Ngarinyin - ~N/A~,17,5,17005
kwai1243,Kwaio,upsid,KWAIO - ~N/A~,16,5,16005
east2328,Mari (Meadow),ph,Cheremis - ~N/A~,19,8,19008
nuer1246,Nuer,ph,Nuer - ~N/A~,20,28,20028
hoav1238,Hoava,ph,Hoava - ~N/A~,16,5,16005
hakk1236,Hakka,uz,Hakka Chinese - Kejia (Hakka Chinese,26,16,26016
moks1248,Mordvin (Moksha),ea,Moksha - Moksha (Standard),33,7,33007
ivat1242,Ivatan,upsid,IVATAN - ~N/A~,19,4,19004
gali1258,Galician,ph,Galician - ~N/A~,21,7,21007
thul1246,Thulung,ph,Thulung; Thulung Rai - ~N/A~,30,8,30008
telu1262,Telugu,ra,Telugu - ~N/A~,40,11,40011
jama1262,Jamaican Creole,ph,Jamaican Creole - ~N/A~,21,12,21012
roma1326,Romansch (Scharans),ea,Vallader Romansh - ~N/A~,27,19,27019
assa1263,Assamese,ra,Assamese - ~N/A~,22,15,22015
kuna1268,Kunama,uz,Kunama - Marda (similar to Barka),23,8,23008
boko1266,Boko,aa,Boussa - Boussa (Boko),19,12,19012
anyi1245,Anyi,gm,Anyi Sanvi - ~N/A~,19,16,19016
west2500,Maninka (Western),aa,Mande - ~N/A~,20,7,20007
kash1277,Kashmiri,spa,Kashimiri - ~N/A~,27,29,27029
kalk1246,Kalkatungu,er,Kalkatungu - ~N/A~,20,6,20006
ndon1254,Ndonga,gm,ndonga - ~N/A~,25,5,25005
jama1261,Banawá,saphon,Jamamadí - Jamamadí,12,4,12004
mait1250,Maithili,ra,Maithili - ~N/A~,34,8,34008
pitj1243,Pitjantjatjara,er,Pitjantjatjara - ~N/A~,17,6,17006
palo1243,Palor,gm,Ndut-Falor - Falor,26,17,26017
bash1264,Bashkir,upsid,BASHKIR - ~N/A~,27,11,27011
slov1269,Slovak,ea,Slovak - Slovak (Standard),30,15,30015
czec1258,Czech,ea,Czech - Czech (Bohemian),27,13,27013
tamn1235,Asmat,upsid,ASMAT - ~N/A~,11,6,11006
fonn1241,Fongbe,aa,Fɔn - ~N/A~,24,14,24014
hixk1239,Hixkaryana,upsid,HIXKARYANA - ~N/A~,18,5,18005
yort1237,Yorta Yorta,er,Yorta Yorta - ~N/A~,14,5,14005
yura1255,Yuracare,ph,Yuracure - ~N/A~,18,7,18007
brah1256,Brahui,ea,Brahui - Brahui (Jahlawān),26,17,26017
nucl1632,Sentani,upsid,SENTANI - ~N/A~,10,7,10007
mari1424,Marrithiyel,er,Marrithiyel - ~N/A~,20,4,20004
subi1246,Subiya,ph,Subiya - ~N/A~,46,5,46005
ngan1291,Nganasan,upsid,NGANASAN - ~N/A~,20,9,20009
mait1250,Maithili,ea,Maithili - Maithili (Madhubani),26,25,26025
ngan1295,Ngandi,er,Ngandi - ~N/A~,26,9,26009
lele1264,Lelemi,upsid,LELEMI - ~N/A~,22,12,22012
bamu1253,Bamun,ph,Shupamem - ~N/A~,28,10,28010
awng1244,Awngi,gm,Awngi - ~N/A~,30,6,30006
want1252,Wantoat,upsid,WANTOAT - ~N/A~,14,7,14007
bang1339,Banggarla,er,Parnkalla - ~N/A~,20,3,20003
tonk1249,Tonkawa,upsid,TONKAWA - ~N/A~,15,10,15010
maka1304,Makaa,aa,Mekaa - ~N/A~,30,21,30021
kaya1330,Kayapó,saphon,Mebengokre - ~N/A~,16,17,16017
basq1248,Basque,ea,Basque - Basque (Baztan),23,7,23007
taha1241,Tuareg (Ahaggar),upsid,TAMASHEQ - ~N/A~,25,12,25012
shin1264,Shina,ra,Shina - ~N/A~,35,13,35013
wels1247,Welsh,ea,Welsh - Welsh (Llanwrtyd),29,19,29019
nina1238,Shiriana,saphon,Ninam - ~N/A~,12,6,12006
lith1251,Lithuanian,spa,Lithuanian - ~N/A~,36,11,36011
buru1296,Burushaski,spa,Burushaski - ~N/A~,38,12,38012
sout2856,Efate (South),ph,South Efate - ~N/A~,15,5,15005
nucl1301,Turkish,spa,Turkish - ~N/A~,24,16,24016
gaaa1244,Gã,upsid,GA - ~N/A~,29,12,29012
baga1272,Baga Sitemu,ph,Baga Sitem - ~N/A~,18,8,18008
port1283,Portuguese,uz,Portuguese (European) - Lisbon,19,28,19028
niel1243,Lua,gm,Lwaa - ~N/A~,25,31,25031
stan1293,English,ea,English - English (RP),24,20,24020
yuec1235,Cantonese,spa,Cantonese - ~N/A~,22,5,22005
russ1263,Russian,ea,Russian - Russian (Standard),36,6,36006
temi1246,Temiar,ea,Temiar - ~N/A~,19,30,19030
lakk1238,Lakkia,upsid,LAKKIA - ~N/A~,33,22,33022
sout2789,Dagaare,aa,Dagaare - ~N/A~,24,27,24027
papa1238,Totonac (Papantla),upsid,TOTONAC - ~N/A~,16,6,16006
nort2745,Yukaghir (Tundra),ea,Tundra Yukaghir - ~N/A~,20,19,20019
lagw1237,Lagwan,gm,Lagwan - ~N/A~,34,5,34005
naas1242,Nasioi,upsid,NASIOI - ~N/A~,8,5,8005
kura1250,Koranko,gm,Kuranko - ~N/A~,26,28,26028
garo1247,Garo,spa,Garo - ~N/A~,21,5,21005
toho1245,O'odham,upsid,PAPAGO - ~N/A~,19,5,19005
iwam1256,Iwam,upsid,IWAM - ~N/A~,11,6,11006
ewee1241,Ewe,spa,Ewe - ~N/A~,28,14,28014
luis1253,Luiseño,spa,Luiseno - ~N/A~,23,11,23011
anin1240,Anindilyakwa,er,Anindilyakwa - ~N/A~,22,4,22004
kirg1245,Kirghiz,ea,Kyrgyz - Kyrgyz (Standard),21,16,21016
serr1255,Serrano,ph,Serrano - ~N/A~,33,9,33009
mamp1244,Mampruli,gm,Mampruli - Walewale,24,10,24010
onge1236,Onge,ph,Öñge; Ong; Onge - ~N/A~,16,8,16008
bilo1248,Biloxi,ph,Biloxi - ~N/A~,12,8,12008
cadd1256,Caddo,upsid,CADDO - ~N/A~,20,3,20003
nyan1313,Nyangi,upsid,NYANGI - ~N/A~,18,7,18007
akaw1239,Akawaio,saphon,Ingarikó - ~N/A~,10,11,10011
mode1248,Greek (Modern),upsid,GREEK - ~N/A~,21,5,21005
panj1256,Panjabi,ea,Panjabi - Panjabi (Eastern),27,17,27017
seba1251,Chaha,gm,Gura - ~N/A~,36,6,36006
swed1254,Swedish,ea,Swedish - Swedish (Central),18,17,18017
nort2641,Kurmanji,ea,Northern Kurdish - Northern Kurdish (Kurmanji),30,8,30008
yany1243,Yanyuwa,upsid,YANYUWA - ~N/A~,29,3,29003
yeyi1239,Yeyi,ph,Yeyi - ~N/A~,77,13,77013
mund1320,Mundari,upsid,MUNDARI - ~N/A~,32,5,32005
biri1256,Biri,er,Yambina - ~N/A~,15,3,15003
lugb1240,Lugbara,aa,Lugbara - ~N/A~,26,10,26010
mara1385,Mara,ph,Mara - ~N/A~,19,5,19005
udmu1245,Udmurt,ea,Udmurt - Udmurt (Bavly),28,9,28009
east2542,Ojibwa (Eastern),spa,Ojibwa - ~N/A~,16,11,16011
bari1297,Barí,saphon,Barí - ~N/A~,10,12,10012
scot1245,Gaelic (Scots),ea,Scottish Gaelic - Scottish Gaelic (Lewis),33,49,33049
yane1238,Amuesha,saphon,Yánesha - ~N/A~,24,9,24009
mich1245,Nahuatl (Michoacán),ph,Michoacan Nahual - ~N/A~,20,5,20005
asha1243,Campa (Axininca),upsid,CAMPA - ~N/A~,15,4,15004
bata1293,Batak (Karo),gm,Karo Batak - ~N/A~,16,8,16008
port1283,Portuguese,ea,Portuguese - Portuguese (Estremenho),21,20,21020
adze1240,Adzera,upsid,ADZERA - ~N/A~,18,7,18007
luok1236,Luo,spa,Luo - ~N/A~,23,9,23009
sanm1287,Huave (San Mateo del Mar),upsid,HUAVE - ~N/A~,23,6,23006
yape1248,Yapese,ph,Yapese - ~N/A~,28,16,28016
tama1331,Tama,upsid,TAMA - ~N/A~,21,9,21009
khas1269,Khasi,ra,Khasi - ~N/A~,27,13,27013
nucl1417,Igbo,spa,Igbo - ~N/A~,46,16,46016
akha1245,Akha,ph,Akha - ~N/A~,28,13,28013
emai1241,Emai,aa,Emai - ~N/A~,27,21,27021
beng1286,Beng,aa,Bɛ̀ŋ - Bɛ̀ŋ (Ngain),24,19,24019
soni1259,Soninke,aa,Sooninke - Sooninke (Senegal),34,14,34014
hopi1249,Hopi,upsid,HOPI - ~N/A~,22,6,22006
khar1287,Kharia,ea,Kharia - Kharia (Dudh),34,5,34005
maon1238,Naga (Mao),ra,Mao-Naga - ~N/A~,20,6,20006
stan1290,French,uz,French - French (Parisian speaker),21,15,21015
kusu1250,Kusunda,ph,Kusunda - ~N/A~,32,6,32006
kokb1239,Kokborok,ra,Tripuri - ~N/A~,25,9,25009
cane1242,Canela,saphon,Canela - ~N/A~,13,16,13016
malt1254,Maltese,spa,Maltese - ~N/A~,45,10,45010
igna1246,Ignaciano,saphon,Ignaciano - ~N/A~,15,4,15004
stan1289,Catalan,ph,Catalan - Barcelona,23,16,23016
lako1244,Vata,aa,Dida - ~N/A~,27,27,27027
nyan1307,Runyankore,ph,Runyankore - ~N/A~,20,8,20008
usar1243,Usarufa,ph,Usarufa - ~N/A~,17,5,17005
cham1312,Chamorro,upsid,CHAMORRO - ~N/A~,20,6,20006
wayu1241,Hayu,ea,Hayu - ~N/A~,26,28,26028
japr1238,Japreria,upsid,JAPRERIA - ~N/A~,12,12,12012
tuvi1240,Tuvan,upsid,TUVA - ~N/A~,20,9,20009
toro1252,Toro So,aa,Dogon - ~N/A~,21,21,21021
kitu1246,Kituba,gm,Kituba - Kwilu,15,5,15005
usan1239,Usan,upsid,USAN - ~N/A~,14,6,14006
como1259,Comox,ph,Comox - ~N/A~,37,5,37005
baur1253,Baure,saphon,Baure - ~N/A~,14,4,14004
lakk1238,Lakkia,spa,Lakkia - ~N/A~,31,22,31022
dual1243,Duala,aa,Duala - ~N/A~,21,7,21007
sind1272,Sindhi,ea,Sindhi - Sindhi (Jacobabad),47,17,47017
bata1289,Batak (Toba),spa,Batak - ~N/A~,16,5,16005
taus1251,Tausug,uz,Tausug (Suluk) - Jolo,20,3,20003
acol1236,Acholi,gm,Acholi - ~N/A~,17,9,17009
pure1242,Purépecha,upsid,TARASCAN - ~N/A~,33,6,33006
piap1246,Piapoco,saphon,Piapoco - ~N/A~,15,4,15004
kama1365,Woisika,upsid,WOISIKA - ~N/A~,16,12,16012
chip1262,Chipaya,saphon,Chipaya - ~N/A~,41,10,41010
gbay1281,Mbodomo,ph,Mbodomo; Mbódɔ̀mɔ́ - ~N/A~,28,7,28007
east2555,Chiriguano,saphon,Chiriguano - Chané dialect,12,12,12012
dier1241,Diyari,upsid,DIYARI - ~N/A~,22,3,22003
narp1239,Nar-Phu,ea,Nar-Phu - Nar-Phu (Nar),25,24,25024
basq1248,Basque,upsid,BASQUE - ~N/A~,23,5,23005
taji1245,Tajik,ea,Tajik - Tajik (Bukhara),23,6,23006
doya1240,Doyayo,aa,Doayo - ~N/A~,22,22,22022
suii1243,Sui,ea,Sui - ~N/A~,46,15,46015
holo1240,Holoholo,gm,Holoholo - ~N/A~,17,7,17007
lele1276,Lele,aa,Lele - ~N/A~,23,10,23010
gaga1249,Gagauz,ea,Gagauz - Gagauz (Standard),28,18,28018
ibib1240,Ibibio,ph,Ibibio - Uruan area and Uyo,17,13,17013
mana1295,Manam,ph,Manam - ~N/A~,13,5,13005
kuru1302,Kurukh,upsid,KURUKH - ~N/A~,21,11,21011
jebe1250,Jebero,upsid,JEBERO - ~N/A~,19,4,19004
yura1255,Yuracare,saphon,Yurakaré - ~N/A~,18,7,18007
dime1235,Dime,gm,Dime - ~N/A~,53,18,53018
east2328,Mari (Meadow),ea,Meadow Mari - Meadow Mari (Morki-Sernur),19,8,19008
ning1273,Ningil,ph,Ningil - ~N/A~,14,7,14007
kara1476,Karadjeri,ph,Garadjari - ~N/A~,17,3,17003
alaw1244,Alawa,spa,Alawa - ~N/A~,23,5,23005
thur1254,Dharawal,er,Dharumba - ~N/A~,19,6,19006
gbay1281,Mbodomo,gm,Mbodomo - ~N/A~,28,7,28007
mina1268,Minangkabau,gm,Minangkabau - Padang,23,10,23010
chol1284,Cholón,saphon,Cholón - ~N/A~,15,5,15005
kaya1329,Kayabí,saphon,Kayabí - ~N/A~,14,12,14012
ladi1251,Ladino,ea,Judaeo-Spanish - Judaeo-Spanish (Beiruti),20,5,20005
mand1415,Mandarin,spa,Mandarin Chinese - ~N/A~,27,12,27012
kren1239,Krenak,saphon,Krenak - ~N/A~,22,13,22013
komi1268,Komi-Zyrian,spa,Komi - ~N/A~,29,7,29007
dupa1235,Agta (Dupaningan),ph,Dupaningan Agta; Eastern Cagayan Agta; Dupaninan Agta - ~N/A~,15,5,15005
finn1318,Finnish,ea,Finnish - Finnish (Standard),15,8,15008
doya1240,Doyayo,upsid,DOAYO - ~N/A~,22,12,22012
nort2627,Low German,ph,Low German - Ukrainian,23,14,23014
kaur1267,Kaurna,er,Kaurna - ~N/A~,20,5,20005
tama1365,Tamashek,aa,Tamasheq - ~N/A~,22,21,22021
djam1255,Jaminjung,er,Jaminjung - ~N/A~,18,4,18004
taji1245,Tajik,uz,Bukharan Tajik - Bukharan,23,6,23006
krah1246,Krahô,saphon,Krahô - ~N/A~,12,34,12034
saam1283,Luyia,gm,Lusaamia - ~N/A~,20,10,20010
puri1258,Purki,ea,Purki - ~N/A~,31,6,31006
taga1270,Tagalog,gm,Tagalog - ~N/A~,19,5,19005
soch1239,Chinantec (Sochiapan),ph,Sochiapan Chinantec - ~N/A~,18,14,18014
cent2050,Kanuri,aa,Kanuri - ~N/A~,18,7,18007
juan1238,Juang,ph,Juang - ~N/A~,19,10,19010
kala1399,Greenlandic (West),upsid,INUIT - ~N/A~,19,3,19003
yagn1238,Yaghnobi,ea,Yaghnobi - ~N/A~,27,9,27009
luok1236,Luo,upsid,LUO - ~N/A~,23,9,23009
baka1277,Bakairí,saphon,Bakairí - Western dialect,16,12,16012
indo1316,Indonesian,ph,Indonesian - Central Java,22,9,22009
yawu1244,Yawuru,er,Yawuru - ~N/A~,22,6,22006
anyi1245,Anyi,gm,Anyi - ~N/A~,21,14,21014
kain1272,Kaingang,saphon,Kaingang - ~N/A~,11,5,11005
guay1257,Guayabero,saphon,Guayabero - ~N/A~,16,6,16006
ngar1287,Ngarluma,er,Ngarluma - ~N/A~,20,3,20003
huic1243,Huichol,ph,Huichol - ~N/A~,15,10,15010
wayu1243,Goajiro,saphon,Wayúu - ~N/A~,14,6,14006
sout2697,Azerbaijani,ea,South Azerbaijani - South Azerbaijani (Tabriz),24,9,24009
tuki1240,Tuki,gm,Tuki - ~N/A~,25,10,25010
chiq1250,Mazatec (Chiquihuitlán),upsid,MAZATEC - ~N/A~,25,8,25008
poli1260,Polish,ph,Polish - ~N/A~,31,6,31006
nucl1310,Burmese,upsid,BURMESE - ~N/A~,33,13,33013
guny1241,Gunya,er,Gunya - ~N/A~,25,6,25006
cent1989,Khmer,upsid,KHMER - ~N/A~,21,21,21021
nort2980,Quechua (Tarma),saphon,Yaru Quechua - Yaru Quechua,19,3,19003
seda1262,Sedang,upsid,SEDANG - ~N/A~,41,14,41014
nyun1247,Nyungar,er,Wudjari - ~N/A~,17,5,17005
yano1262,Yanomámi,saphon,Yanomámi - ~N/A~,13,7,13007
gbay1288,Kresh,aa,Kresh - ~N/A~,41,10,41010
waru1264,Warrongo,er,Warungu - ~N/A~,13,4,13004
khas1269,Khasi,upsid,KHASI - ~N/A~,21,8,21008
west2441,Arrernte (Western),er,Western Arrernte - ~N/A~,40,4,40004
piar1243,Piaroa,saphon,Piaroa - ~N/A~,23,7,23007
guri1247,Gurindji,er,Gurindji - ~N/A~,17,6,17006
java1254,Javanese,gm,Javanese - Yogya-Solo,24,9,24009
pohn1238,Pohnpeian,upsid,POHNPEIAN - ~N/A~,14,6,14006
pali1279,Palikur,saphon,Palikúr - ~N/A~,14,10,14010
yaga1260,Yagaria,upsid,YAGARIA - ~N/A~,14,9,14009
paiw1248,Paiwan,upsid,PAIWAN - ~N/A~,22,4,22004
bash1264,Bashkir,ea,Bashkir - Bashkir (Standard),28,11,28011
nucl1347,Wolof,upsid,WOLOF - ~N/A~,26,14,26014
pila1245,Pilagá,saphon,Pilagá - ~N/A~,18,4,18004
lako1247,Lakhota,spa,Dakota - ~N/A~,27,9,27009
hung1274,Hungarian,spa,Hungarian - ~N/A~,50,15,50015
gali1262,Carib,upsid,CARIB - ~N/A~,16,6,16006
bade1248,Bade,gm,Bade - Western,33,9,33009
apuc1241,Great Andamanese,upsid,ANDAMANESE - ~N/A~,16,8,16008
nige1253,Fulfulde (Nigerian),gm,Fula (Nigeria) - Nigeria,28,10,28010
wamb1259,Wambon,ph,Wambon - ~N/A~,16,10,16010
thai1261,Thai,uz,Thai - Standard Thai (combinative style),21,21,21021
guer1243,Amuzgo,upsid,AMUZGO - ~N/A~,25,12,25012
ngas1240,Angas,spa,Angas - ~N/A~,30,11,30011
dutc1256,Dutch,uz,Dutch - the Dutch dialect of Weert (West-Limburgian),24,30,24030
nyig1240,Nyigina,er,Nyikina - ~N/A~,17,3,17003
voti1245,Votic,ea,Votic - Votic (Jõgõperä),35,20,35020
nucl1695,Bole,ph,Bole - ~N/A~,28,10,28010
coma1245,Comanche,ph,Comanche - ~N/A~,12,6,12006
taba1266,Chontal Maya,spa,Chontal - ~N/A~,25,12,25012
naga1394,Naga Pidgin,ph,Nagamese - ~N/A~,26,21,26021
kuuk1238,Kuuku Ya'u,er,Kuugu Ya'u - ~N/A~,15,6,15006
bilu1245,Bilua,ph,Bilua - ~N/A~,16,25,16025
mini1256,Huitoto (Minica),saphon,Huitoto,18,6,18006
lamu1254,Lamu-Lamu,er,Tableland Lamalama - ~N/A~,26,3,26003
lith1251,Lithuanian,ea,Lithuanian - Lithuanian (South Samogitian),45,12,45012
swis1247,German (Appenzell),ea,Zurich German - ~N/A~,26,29,26029
kham1282,Kham (Dege),ea,Sangdam Tibetan - ~N/A~,49,15,49015
hebr1245,Hebrew (Modern Ashkenazic),spa,Modern Hebrew - ~N/A~,24,6,24006
naxi1245,Naxi,upsid,NAXI - ~N/A~,38,11,38011
xokl1240,Xokleng,saphon,Xokleng - ~N/A~,19,18,19018
aghe1239,Aghem,upsid,AGHEM - ~N/A~,25,10,25010
veps1250,Veps,ea,Veps - Veps (Šimozero),34,10,34010
yidi1250,Yidiny,er,Yidiny - ~N/A~,13,6,13006
koas1236,Koasati,ph,Koasati - ~N/A~,15,6,15006
bulg1262,Bulgarian,upsid,BULGARIAN - ~N/A~,36,6,36006
loth1237,Lotha,ra,Lotha - ~N/A~,35,8,35008
doma1258,Domari,ea,Domari - Domari (Palestinian),33,12,33012
yagu1244,Yagua,upsid,YAGUA - ~N/A~,11,12,11012
aleu1260,Aleut (Eastern),spa,Aleut - ~N/A~,30,6,30006
kete1252,Kete,gm,kete - ~N/A~,16,5,16005
nyaw1247,Nyawaygi,er,Nyawaygi - ~N/A~,12,6,12006
lakk1252,Lak,upsid,LAK - ~N/A~,60,9,60009
kwom1262,Kwoma,upsid,KWOMA - ~N/A~,24,7,24007
iumi1238,Mien,upsid,MIEN - ~N/A~,33,8,33008
didi1258,Didinga,gm,Didinga - ~N/A~,36,18,36018
shaw1249,Shawnee,ph,Shawnee - ~N/A~,13,6,13006
darl1243,Paakantyi,er,Southern Paakintyi - ~N/A~,20,6,20006
beem1239,Beembe,upsid,BEEMBE - ~N/A~,16,10,16010
aika1237,Aikaná,saphon,Aikanã - ~N/A~,15,10,15010
tewa1260,Tewa (Arizona),spa,Tewa - ~N/A~,34,19,34019
gali1262,Carib,saphon,Carib - French Guiana dialect,11,6,11006
dyul1238,Dyula,aa,Dioula - ~N/A~,23,14,23014
kari1311,Karitiâna,ph,Karitiana; Karitiâna - ~N/A~,11,14,11014
khan1273,Khanty,ea,Northern Khanty - Northern Khanty (Polui Obdorsk),16,10,16010
tzot1259,Tzotzil,ph,Tzotzil,21,5,21005
katc1249,Kadugli,gm,Kadugli (Katcha) - Katcha,39,20,39020
mats1244,Matsés,ph,Matses - ~N/A~,15,6,15006
lard1243,Lardil,er,Lardil - ~N/A~,17,8,17008
west2454,Ful (Liptako),aa,Fulfulde - Fulfulde (Burkina Faso),27,5,27005
luis1253,Luiseño,upsid,LUISENO - ~N/A~,21,5,21005
kara1474,Karata,ea,Karata - ~N/A~,46,10,46010
tana1290,Tanacross,ph,Tanacross - ~N/A~,35,14,35014
kwan1273,Kwangali,gm,kwangari - ~N/A~,22,5,22005
beli1260,Mískito Coast English Creole,ph,Belizean Creole - ~N/A~,22,13,22013
siar1238,Siar,ph,Siar-Lak - ~N/A~,15,7,15007
bett1235,Betta Kurumba,ea,Betta Kurumba - ~N/A~,22,15,22015
besi1244,Mah Meri,ea,Mah Meri - ~N/A~,30,28,30028
tulu1258,Tulu,ea,Tulu - ~N/A~,21,14,21014
urdu1245,Urdu,ea,Urdu - ~N/A~,37,21,37021
yidi1250,Yidiny,upsid,YIDINY - ~N/A~,13,3,13003
bulg1262,Bulgarian,spa,Bulgarian - ~N/A~,37,12,37012
nisg1240,Nisgha,ph,Nishgha - ~N/A~,32,10,32010
sich1238,Nuosu,ea,Nuosu - Nuosu (Black Yi),58,16,58016
dolg1241,Dolgan,ea,Dolgan - ~N/A~,22,20,22020
paum1247,Paumarí,saphon,Paumarí - ~N/A~,22,6,22006
waru1265,Warumungu,er,Warumungu - ~N/A~,22,6,22006
mull1237,Malakmalak,upsid,MALAKMALAK - ~N/A~,14,5,14005
ling1263,Lingala,aa,Lingala - ~N/A~,15,7,15007
stan1289,Catalan,ea,Catalan - Catalan (Southern Valencian),25,9,25009
ngad1261,Ngad'a,ph,Ngad''a; Ngadha' - ~N/A~,21,6,21006
iwai1244,Iwaidja,er,Iwaidja - ~N/A~,20,3,20003
tong1318,Tonga (in Zambia),gm,Shanjo - ~N/A~,33,5,33005
nort2775,Gbaya (Northwest),aa,Gbaya - Gbaya (Northwest,30,19,30019
mada1293,Mada (in Cameroon),ph,Mada - Rija,22,13,22013
movi1243,Movima,upsid,MOVIMA - ~N/A~,18,5,18005
tiwi1244,Tiwi,er,Tiwi - ~N/A~,18,4,18004
sund1252,Sundanese,spa,Sundanese - ~N/A~,19,7,19007
avat1244,Avatime,gm,Avatime - ~N/A~,28,18,28018
egyp1253,Arabic (Egyptian),spa,Egyptian Arabic - ~N/A~,58,9,58009
miju1243,Miju,ra,Mishmi - ~N/A~,34,16,34016
chip1261,Chipewyan,spa,Chipewyan - ~N/A~,39,18,39018
cent1989,Khmer,ea,Central Khmer - ~N/A~,17,29,17029
otor1240,Otoro,gm,Otoro - ~N/A~,30,14,30014
uppe1395,Sorbian (Upper),ea,Upper Sorbian - ~N/A~,33,9,33009
