Name,glottocode,Genus,Family,Latitude,Longitude
"Siriano","siri1274","Tucanoan","Tucanoan",0.75,-70.1666666667
"Tanaina","tana1289","Athapaskan","Na-Dene",62.0,-150.0
"Tanana (Lower)","lowe1425","Athapaskan","Na-Dene",65.0,-150.0
"Totonac (Sierra)","high1243","Totonacan","Totonacan",19.9166666667,-97.4166666667
"Trique (Chicahuaxtla)","chic1273","Mixtecan","Oto-Manguean",17.1666666667,-97.8333333333
"Tatuyo","tatu1247","Tucanoan","Tucanoan",0.416666666667,-70.5
"Tubar","tuba1279","Tubar","Uto-Aztecan",27.0,-108.0
"Tutchone (Northern)","nort2941","Athapaskan","Na-Dene",63.0,-137.0
"Vedda","vedd1240","Indic","Indo-European",7.0,81.0
"Yaka","yaka1269","Bantoid","Niger-Congo",-7.0,17.5
"Yuruti","yuru1263","Tucanoan","Tucanoan",1.0,-70.4166666667
"Yorta Yorta","yort1237","Southeastern Pama-Nyungan","Pama-Nyungan",-36.0,146.0
"Zapotec (Juárez)","sier1250","Zapotecan","Oto-Manguean",17.5,-96.5833333333
"Zapotec (Mixtepec)","mixt1426","Zapotecan","Oto-Manguean",16.3333333333,-96.3333333333
"Zoque (Francisco León)","fran1266","Mixe-Zoque","Mixe-Zoque",17.3333333333,-93.25
"Zoque (Rayon)","rayo1235","Mixe-Zoque","Mixe-Zoque",17.0833333333,-93.0
"Fulfulde (Maasina)","maas1239","Peul-Serer","Niger-Congo",15.0,-5.0
"Abidji","abid1235","Kwa","Niger-Congo",5.66666666667,-4.58333333333
"Ampeeli","safe1240","Angan","Trans-New Guinea",-6.75,146.083333333
"Buglere","bugl1243","Guaymiic","Chibchan",8.5,-81.25
"Bhili","bhil1251","Indic","Indo-European",22.0,73.0
"Bahinemo","bahi1254","Sepik Hill","Sepik",-4.58333333333,142.833333333
"Chumburung","chum1261","Kwa","Niger-Congo",7.75,0.25
"Dyimini","djim1235","Senufo","Niger-Congo",8.41666666667,-4.41666666667
"Gunu","nugu1242","Bantoid","Niger-Congo",4.58333333333,11.25
"Halbi","halb1244","Indic","Indo-European",21.0,81.0
"Kamano-Kafe","kama1370","Eastern Highlands","Trans-New Guinea",-6.25,145.666666667
"Konkomba","konk1269","Northern-Central Gur","Niger-Congo",10.0,0.0833333333333
"Kokni","kukn1238","Indic","Indo-European",20.75,73.5
"Kemtuik","kemt1242","Nimboran","Nimboran",-2.66666666667,140.333333333
"Maring","mari1435","Chimbu","Trans-New Guinea",-5.5,144.666666667
"Mündü","mund1326","Ubangi","Niger-Congo",4.5,30.0
"Mampruli","mamp1244","Northern-Central Gur","Niger-Congo",10.3333333333,-0.666666666667
"Mawchi","mawc1242","Indic","Indo-European",21.3333333333,73.6666666667
"Nafaanra","nafa1258","Senufo","Niger-Congo",8.0,-2.58333333333
"Tifal","tifa1245","Ok","Trans-New Guinea",-5.0,141.333333333
"Vasavi","vasa1239","Indic","Indo-European",24.5,71.5
"Wobe","weno1238","Kru","Niger-Congo",7.41666666667,-7.33333333333
"Yakan","yaka1277","Sama-Bajaw","Austronesian",6.5,122.0
"Zapotec (Texmelucan)","texm1235","Zapotecan","Oto-Manguean",16.5,-97.1666666667
"Asturian","astu1245","Romance","Indo-European",43.25,-6.0
"Badaga","bada1257","Southern Dravidian","Dravidian",11.6666666667,76.75
"Bru (Eastern)","east2332","Katuic","Austro-Asiatic",17.3333333333,106.0
"Chru","chru1239","Malayo-Sumbawan","Austronesian",11.5,108.5
"Ful (Liptako)","west2454","Peul-Serer","Niger-Congo",13.5,0.5
"Gorontalo","goro1259","Greater Central Philippine","Austronesian",0.5,122.0
"Hre","hree1244","Bahnaric","Austro-Asiatic",14.6666666667,108.666666667
"Luxemburgeois","luxe1241","Germanic","Indo-European",49.8333333333,6.16666666667
"Pakanha","paka1251","Northern Pama-Nyungan","Pama-Nyungan",-14.5,142.416666667
"Romani (Burgenland)","sint1235","Indic","Indo-European",47.5,16.5
"Adamorobe Sign Language","adam1238","Sign Languages","other",5.83333333333,-0.166666666667
"American Sign Language","amer1248","Sign Languages","other",39.0,-78.0
"Auslan","aust1271","Sign Languages","other",-30.0,145.0
"British Sign Language","brit1235","Sign Languages","other",52.0,-1.0
"Chinese Sign Language","chin1283","Sign Languages","other",35.0,115.0
"Deutsche Gebärdensprache","germ1281","Sign Languages","other",52.0,11.0
"Finnish Sign Language","finn1310","Sign Languages","other",62.0,26.0
"Greek Sign Language","gree1271","Sign Languages","other",38.5,22.0
"Hong Kong Sign Language","hong1241","Sign Languages","other",22.5,114.0
"Icelandic Sign Language","icel1236","Sign Languages","other",65.0,-18.0
"Indo-Pakistani Sign Language (Indian dialects)","indi1237","Sign Languages","other",24.0,80.0
"Indo-Pakistani Sign Language (Karachi dialect)","paki1242","Sign Languages","other",28.0,68.0
"Irish Sign Language","iris1235","Sign Languages","other",53.5,-7.5
"International Sign","inte1259","Sign Languages","other",40.0,-170.0
"Israeli Sign Language","isra1236","Sign Languages","other",32.0,34.8333333333
"Kata Kolok","beng1239","Sign Languages","other",-8.25,115.166666667
"Lingua Italiana dei Segni","ital1275","Sign Languages","other",42.0,13.0
"Lengua de Señas Argentina","arge1236","Sign Languages","other",-34.0,-63.0
"Língua de Sinais Brasileira","braz1236","Sign Languages","other",-15.0,-48.0
"Lengua de Señas Española","span1263","Sign Languages","other",40.0,-3.0
"Langue des Signes Française","fren1243","Sign Languages","other",47.0,3.0
"Langue des Signes Québecoise","queb1245","Sign Languages","other",48.0,-75.0
"Nederlandse Gebarentaal","dutc1253","Sign Languages","other",52.25,5.5
"Nihon Shuwa (Japanese Sign Language)","japa1238","Sign Languages","other",36.0,139.0
"New Zealand Sign Language","newz1236","Sign Languages","other",-43.0,172.0
"Russian Sign Language","russ1255","Sign Languages","other",56.0,44.0
"South Korean Sign Language","kore1273","Sign Languages","other",37.0,128.0
"Svenska Teckenspråket","swed1236","Sign Languages","other",59.0,15.0
"Thai Sign Language","thai1240","Sign Languages","other",15.0,101.0
"Tanzania Sign Language","tanz1238","Sign Languages","other",-6.0,35.0
"Türk Isaret Dili","turk1288","Sign Languages","other",39.0,34.0
"Taiwanese Sign Language (Ziran Shouyu)","taiw1241","Sign Languages","other",24.0,121.0
"Ugandan Sign Language","ugan1238","Sign Languages","other",1.0,32.5
"Vlaamse Gebarentaal","vlaa1235","Sign Languages","other",51.0,4.0
"Kenyan Sign Language","keny1241","Sign Languages","other",0.0,38.0
"Língua Gestual Portuguesa","port1277","Sign Languages","other",40.0,-8.0
"Norsk Tegnspråk","norw1255","Sign Languages","other",61.0,9.0
"Plains-Indians Sign Language","plai1235","Sign Languages","other",40.0,-100.0
"Urubú Sign Language","urub1243","Sign Languages","other",-2.33333333333,-46.0
"Arabic (Bahrain)","baha1259","Semitic","Afro-Asiatic",26.0,50.5
"Arakanese (Marma)","marm1234","Burmese-Lolo","Sino-Tibetan",21.5,92.5
"Aulua","aulu1238","Oceanic","Austronesian",-16.3333333333,167.666666667
"Bamun","bamu1253","Bantoid","Niger-Congo",5.5,10.9166666667
"Bosnian","bosn1245","Slavic","Indo-European",43.0,18.0
"Fijian (Wayan)","west2519","Oceanic","Austronesian",-17.0,177.3
"Guianese French Creole","guia1246","Creoles and Pidgins","other",5.0,-53.0
"Ghotuo","ghot1243","Edoid","Niger-Congo",7.08333333333,5.75
"Guro","guro1248","Eastern Mande","Mande",7.0,-6.0
"Italian (Bologna)","emil1241","Romance","Indo-European",44.5,11.3333333333
"Italian (Genoa)","ligu1248","Romance","Indo-European",44.4166666667,8.95
"Italian (Napolitanian)","neap1235","Romance","Indo-European",40.9166666667,14.25
"Kitja","kitj1240","Jarrakan","Jarrakan",-17.5,127.75
"Kom","komc1235","Bantoid","Niger-Congo",6.25,10.3333333333
"Lamnso'","lamn1239","Bantoid","Niger-Congo",6.16666666667,10.75
"Mbe'","mbee1250","Bantoid","Niger-Congo",6.28333333333,11.0833333333
"Maninka","east2426","Western Mande","Mande",10.5,-9.5
"Oi","oyyy1238","Bahnaric","Austro-Asiatic",14.8333333333,107.166666667
"Yamba","yamb1251","Bantoid","Niger-Congo",6.41666666667,11.0833333333
