Source,Target,Id,Length, Type
ala, squ, 585, 0.390625, Undirected
ala, sup, 586, 0.44999999999999996, Undirected
ala, swa, 587, 0.39075630252100846, Undirected
ala, tab, 588, 0.48670212765957444, Undirected
ala, tag, 589, 0.42226890756302526, Undirected
ala, tha, 590, 0.4736842105263158, Undirected
ala, tiw, 591, 0.3529411764705882, Undirected
ala, tru, 592, 0.4254807692307693, Undirected
ala, tuk, 593, 0.4400826446280992, Undirected
ala, tur, 594, 0.3721804511278195, Undirected
ala, urk, 595, 0.4765625, Undirected
ala, usa, 596, 0.303030303030303, Undirected
ala, vie, 597, 0.5, Undirected
ala, wra, 598, 0.44999999999999996, Undirected
ala, war, 599, 0.47435897435897434, Undirected
ala, wic, 600, 0.3883928571428571, Undirected
ala, wch, 601, 0.3990825688073395, Undirected
ala, yag, 602, 0.3883928571428571, Undirected
ala, yaq, 603, 0.392578125, Undirected
ala, yid, 604, 0.4182692307692307, Undirected
ala, yim, 605, 0.33644859813084116, Undirected
ala, yor, 606, 0.44375, Undirected
ala, yko, 607, 0.3347107438016529, Undirected
ala, yur, 608, 0.3712121212121212, Undirected
ala, zqc, 609, 0.4056122448979592, Undirected
ala, zul, 610, 0.3846153846153846, Undirected
ala, ngi, 611, 0.4096638655462185, Undirected
ala, brs, 612, 0.3897058823529411, Undirected
ala, heb, 613, 0.4144736842105263, Undirected
ala, iri, 614, 0.44999999999999996, Undirected
ala, qim, 615, 0.35526315789473684, Undirected
ame, apu, 621, 0.4390243902439024, Undirected
ame, aeg, 622, 0.38619402985074625, Undirected
ame, arp, 623, 0.32894736842105265, Undirected
ame, arm, 624, 0.4807692307692307, Undirected
ame, asm, 625, 0.3214285714285714, Undirected
ame, awp, 626, 0.3902439024390244, Undirected
ame, bag, 627, 0.3432203389830508, Undirected
ame, bsq, 628, 0.4148936170212766, Undirected
ame, bkr, 629, 0.375, Undirected
ame, bej, 630, 0.40384615384615385, Undirected
ame, bma, 631, 0.4434782608695652, Undirected
ame, brh, 632, 0.3787128712871287, Undirected
ame, brm, 633, 0.4204545454545454, Undirected
ame, bur, 634, 0.47574626865671643, Undirected
ame, cah, 635, 0.43181818181818177, Undirected
ame, cnl, 636, 0.36904761904761907, Undirected
ame, cha, 637, 0.43846153846153846, Undirected
ame, cle, 638, 0.45967741935483875, Undirected
ame, chk, 639, 0.40037593984962405, Undirected
ame, cmn, 640, 0.3966346153846154, Undirected
